tx_desemprego;Sigla;codigo;municipio
6.86;BA;2909307;Correntina
10.01;BA;2909406;Cotegipe
6.94;BA;2909505;Cravolândia
3.41;BA;2909604;Crisópolis
6.72;BA;2909703;Cristópolis
15.53;BA;2909802;Cruz das Almas
8.9;BA;2909901;Curaçá
19.17;BA;2910008;Dário Meira
18.89;BA;2910057;Dias d'Ávila
4.2;BA;2910107;Dom Basílio
11.21;BA;2910206;Dom Macedo Costa
5.55;BA;2910305;Elísio Medrado
7.51;BA;2910404;Encruzilhada
15.25;BA;2910503;Entre Rios
11.4;BA;2910602;Esplanada
12.04;BA;2910701;Euclides da Cunha
10.77;BA;2910727;Eunápolis
6.85;BA;2910750;Fátima
6.87;BA;2910776;Feira da Mata
10.4;BA;2910800;Feira de Santana
13.35;BA;2910859;Filadélfia
10.55;BA;2910909;Firmino Alves
12.96;BA;2911006;Floresta Azul
12.99;BA;2911105;Formosa do Rio Preto
8.78;BA;2911204;Gandu
8.27;BA;2911253;Gavião
12.11;BA;2911303;Gentio do Ouro
6.73;BA;2911402;Glória
15.03;BA;2911501;Gongogi
6.0;BA;2911600;Governador Mangabeira
4.0;BA;2911659;Guajeru
7.37;BA;2911709;Guanambi
13.71;BA;2911808;Guaratinga
5.72;BA;2911857;Heliópolis
11.63;BA;2911907;Iaçu
5.92;BA;2912004;Ibiassucê
14.09;BA;2912103;Ibicaraí
6.51;BA;2912202;Ibicoara
7.91;BA;2912301;Ibicuí
8.09;BA;2912400;Ibipeba
12.32;BA;2912509;Ibipitanga
9.4;BA;2912608;Ibiquera
7.65;BA;2912707;Ibirapitanga
8.1;BA;2912806;Ibirapuã
12.58;BA;2912905;Ibirataia
4.5;BA;2913002;Ibitiara
7.44;BA;2913101;Ibititá
8.89;BA;2913200;Ibotirama
6.48;BA;2913309;Ichu
15.1;BA;2913408;Igaporã
5.52;BA;2913457;Igrapiúna
11.61;BA;2913507;Iguaí
12.26;BA;2913606;Ilhéus
9.15;BA;2913705;Inhambupe
10.56;BA;2913804;Ipecaetá
14.75;BA;2913903;Ipiaú
8.88;BA;2914000;Ipirá
12.94;BA;2914109;Ipupiara
9.91;BA;2914208;Irajuba
6.64;BA;2914307;Iramaia
9.03;BA;2914406;Iraquara
5.46;BA;2914505;Irará
8.42;BA;2914604;Irecê
12.31;BA;2914653;Itabela
12.48;BA;2914703;Itaberaba
13.54;BA;2914802;Itabuna
8.16;BA;2914901;Itacaré
10.49;BA;2915007;Itaeté
9.9;BA;2915106;Itagi
18.97;BA;2915205;Itagibá
14.79;BA;2915304;Itagimirim
5.58;BA;2915353;Itaguaçu da Bahia
13.38;BA;2915403;Itaju do Colônia
11.67;BA;2915502;Itajuípe
10.73;BA;2915601;Itamaraju
9.94;BA;2915700;Itamari
8.08;BA;2915809;Itambé
15.68;BA;2915908;Itanagra
8.18;BA;2916005;Itanhém
16.59;BA;2916104;Itaparica
19.82;BA;2916203;Itapé
14.55;BA;2916302;Itapebi
7.56;BA;2916401;Itapetinga
10.27;BA;2916500;Itapicuru
15.56;BA;2916609;Itapitanga
12.32;BA;2916708;Itaquara
12.4;BA;2916807;Itarantim
11.26;BA;2916856;Itatim
11.68;BA;2916906;Itiruçu
4.94;BA;2917003;Itiúba
7.34;BA;2917102;Itororó
7.17;BA;2917201;Ituaçu
7.39;BA;2917300;Ituberá
11.82;BA;2917334;Iuiú
18.46;BA;2917359;Jaborandi
4.92;BA;2917409;Jacaraci
9.07;BA;2917508;Jacobina
8.29;BA;2917607;Jaguaquara
9.88;BA;2917706;Jaguarari
4.89;BA;2917805;Jaguaripe
10.17;BA;2917904;Jandaíra
10.34;BA;2918001;Jequié
4.2;BA;2918100;Jeremoabo
4.17;BA;2918209;Jiquiriçá
12.73;BA;2918308;Jitaúna
6.5;BA;2918357;João Dourado
10.82;BA;2918407;Juazeiro
5.41;BA;2918456;Jucuruçu
6.84;BA;2918506;Jussara
15.41;BA;2918555;Jussari
3.07;BA;2918605;Jussiape
11.79;BA;2918704;Lafaiete Coutinho
4.28;BA;2918753;Lagoa Real
3.77;BA;2918803;Laje
8.43;BA;2918902;Lajedão
12.34;BA;2919009;Lajedinho
9.05;BA;2919058;Lajedo do Tabocal
7.09;BA;2919108;Lamarão
8.71;BA;2919157;Lapão
10.98;BA;2919207;Lauro de Freitas
9.52;BA;2919306;Lençóis
4.41;BA;2919405;Licínio de Almeida
6.84;BA;2919504;Livramento de Nossa Senhora
7.05;BA;2919553;Luís Eduardo Magalhães
12.51;BA;2919603;Macajuba
8.46;BA;2919702;Macarani
7.8;BA;2919801;Macaúbas
9.51;BA;2919900;Macururé
24.5;BA;2919926;Madre de Deus
3.27;BA;2919959;Maetinga
12.7;BA;2920007;Maiquinique
6.23;BA;2920106;Mairi
6.57;BA;2920205;Malhada
4.42;BA;2920304;Malhada de Pedras
7.32;BA;2920403;Manoel Vitorino
8.65;BA;2920452;Mansidão
8.43;BA;2920502;Maracás
10.12;BA;2920601;Maragogipe
5.75;BA;2920700;Maraú
18.75;BA;2920809;Marcionílio Souza
15.59;BA;2920908;Mascote
14.14;BA;2921005;Mata de São João
5.87;BA;2921054;Matina
10.74;BA;2921104;Medeiros Neto
9.13;BA;2921203;Miguel Calmon
13.95;BA;2921302;Milagres
8.53;BA;2921401;Mirangaba
6.65;BA;2921450;Mirante
4.87;BA;2921500;Monte Santo
13.65;BA;2921609;Morpará
8.31;BA;2921708;Morro do Chapéu
5.33;BA;2921807;Mortugaba
10.36;BA;2921906;Mucugê
8.98;BA;2922003;Mucuri
7.28;BA;2922052;Mulungu do Morro
9.14;BA;2922102;Mundo Novo
11.37;BA;2922201;Muniz Ferreira
12.68;BA;2922250;Muquém de São Francisco
16.74;BA;2922300;Muritiba
6.49;BA;2922409;Mutuípe
12.21;BA;2922508;Nazaré
4.36;BA;2922607;Nilo Peçanha
9.54;BA;2922656;Nordestina
6.99;BA;2922706;Nova Canaã
7.67;BA;2922730;Nova Fátima
5.13;BA;2922755;Nova Ibiá
18.98;BA;2922805;Nova Itarana
15.79;BA;2922854;Nova Redenção
7.37;BA;2922904;Nova Soure
11.28;BA;2923001;Nova Viçosa
9.16;BA;2923035;Novo Horizonte
17.18;BA;2923050;Novo Triunfo
6.83;BA;2923100;Olindina
15.46;BA;2923209;Oliveira dos Brejinhos
5.82;BA;2923308;Ouriçangas
5.34;BA;2923357;Ourolândia
6.45;BA;2923407;Palmas de Monte Alto
8.4;BA;2923506;Palmeiras
10.19;BA;2923605;Paramirim
8.94;BA;2923704;Paratinga
4.11;BA;2923803;Paripiranga
6.5;BA;2923902;Pau Brasil
9.8;BA;2924009;Paulo Afonso
7.74;BA;2924058;Pé de Serra
8.47;BA;2924108;Pedrão
5.17;BA;2924207;Pedro Alexandre
6.66;BA;2924306;Piatã
8.28;BA;2924405;Pilão Arcado
5.14;BA;2924504;Pindaí
9.64;BA;2924603;Pindobaçu
7.64;BA;2924652;Pintadas
5.17;BA;2924678;Piraí do Norte
9.98;BA;2924702;Piripá
9.17;BA;2924801;Piritiba
6.67;BA;2924900;Planaltino
10.18;BA;2925006;Planalto
14.09;BA;2925105;Poções
20.22;BA;2925204;Pojuca
11.27;BA;2925253;Ponto Novo
9.83;BA;2925303;Porto Seguro
13.55;BA;2925402;Potiraguá
10.23;BA;2925501;Prado
4.06;BA;2925600;Presidente Dutra
8.97;BA;2925709;Presidente Jânio Quadros
3.86;BA;2925758;Presidente Tancredo Neves
11.88;BA;2925808;Queimadas
4.17;BA;2925907;Quijingue
5.24;BA;2925931;Quixabeira
7.72;BA;2925956;Rafael Jambeiro
7.39;BA;2926004;Remanso
8.94;BA;2926103;Retirolândia
13.89;BA;2926202;Riachão das Neves
9.9;BA;2926301;Riachão do Jacuípe
8.24;BA;2926400;Riacho de Santana
4.14;BA;2926509;Ribeira do Amparo
8.17;BA;2926608;Ribeira do Pombal
6.05;BA;2926657;Ribeirão do Largo
5.35;BA;2926707;Rio de Contas
4.28;BA;2926806;Rio do Antônio
6.57;BA;2926905;Rio do Pires
4.07;BA;2927002;Rio Real
10.97;BA;2927101;Rodelas
13.48;BA;2927200;Ruy Barbosa
5.48;BA;2927309;Salinas da Margarida
12.72;BA;2927408;Salvador
10.24;BA;2927507;Santa Bárbara
4.48;BA;2927606;Santa Brígida
12.92;BA;2927705;Santa Cruz Cabrália
11.42;BA;2927804;Santa Cruz da Vitória
12.9;BA;2927903;Santa Inês
9.72;BA;2928000;Santaluz
7.19;BA;2928059;Santa Luzia
7.23;BA;2928109;Santa Maria da Vitória
11.17;BA;2928208;Santana
6.33;BA;2928307;Santanópolis
6.32;BA;2928406;Santa Rita de Cássia
11.11;BA;2928505;Santa Teresinha
13.39;BA;2928604;Santo Amaro
10.48;BA;2928703;Santo Antônio de Jesus
10.83;BA;2928802;Santo Estêvão
5.47;BA;2928901;São Desidério
7.82;BA;2928950;São Domingos
13.31;BA;2929008;São Félix
8.05;BA;2929057;São Félix do Coribe
7.15;BA;2929107;São Felipe
25.48;BA;2929206;São Francisco do Conde
6.8;BA;2929255;São Gabriel
12.87;BA;2929305;São Gonçalo dos Campos
11.0;BA;2929354;São José da Vitória
8.45;BA;2929370;São José do Jacuípe
3.85;BA;2929404;São Miguel das Matas
17.53;BA;2929503;São Sebastião do Passé
10.67;BA;2929602;Sapeaçu
5.02;BA;2929701;Sátiro Dias
9.71;BA;2929750;Saubara
15.0;BA;2929800;Saúde
7.16;BA;2929909;Seabra
5.16;BA;2930006;Sebastião Laranjeiras
11.13;BA;2930105;Senhor do Bonfim
11.83;BA;2930154;Serra do Ramalho
8.57;BA;2930204;Sento Sé
10.92;BA;2930303;Serra Dourada
9.83;BA;2930402;Serra Preta
9.82;BA;2930501;Serrinha
8.65;BA;2930600;Serrolândia
17.83;BA;2930709;Simões Filho
9.65;BA;2930758;Sítio do Mato
6.1;BA;2930766;Sítio do Quinto
12.63;BA;2930774;Sobradinho
3.67;BA;2930808;Souto Soares
7.47;BA;2930907;Tabocas do Brejo Velho
7.99;BA;2931004;Tanhaçu
5.09;BA;2931053;Tanque Novo
8.36;BA;2931103;Tanquinho
5.41;BA;2931202;Taperoá
13.97;BA;2931301;Tapiramutá
10.45;BA;2931350;Teixeira de Freitas
17.13;BA;2931400;Teodoro Sampaio
5.9;BA;2931509;Teofilândia
8.17;BA;2931608;Teolândia
16.93;BA;2931707;Terra Nova
10.85;BA;2931806;Tremedal
8.84;BA;2931905;Tucano
7.12;BA;2932002;Uauá
7.98;BA;2932101;Ubaíra
8.45;BA;2932200;Ubaitaba
18.19;BA;2932309;Ubatã
7.51;BA;2932408;Uibaí
19.34;BA;2932457;Umburanas
14.52;BA;2932507;Una
10.44;BA;2932606;Urandi
14.43;BA;2932705;Uruçuca
7.52;BA;2932804;Utinga
10.77;BA;2932903;Valença
6.62;BA;2933000;Valente
9.19;BA;2933059;Várzea da Roça
7.79;BA;2933109;Várzea do Poço
8.93;BA;2933158;Várzea Nova
7.24;BA;2933174;Varzedo
13.18;BA;2933208;Vera Cruz
4.83;BA;2933257;Vereda
9.11;BA;2933307;Vitória da Conquista
8.61;BA;2933406;Wagner
9.56;BA;2933455;Wanderley
7.02;BA;2933505;Wenceslau Guimarães
11.14;BA;2933604;Xique-Xique
